Stock,Trend,Proba,CV,Entry,Target,Stop,ATR,Score
SEPC,Bearish,0.4201748933493047,0.5332512315270935,10.04,9.08,10.59,0.39,0.34172844774369554
BLUESTONE,Bearish,0.4359846083259535,0.4594017094017094,555.51,502.47,586.21,23.93,0.3417075947306832
BAJAJINDEF,Bearish,0.4242047052124288,0.511904761904762,336.31,304.2,354.9,15.48,0.34138378657571655
RGL,Bearish,0.4360193422760681,0.4540229885057471,122.83,111.1,129.62,5.66,0.3407967272962371
EPL,Bearish,0.4104963867329399,0.5747126436781609,204.01,184.54,215.29,4.41,0.3406648174956122
FEDFINA,Bearish,0.4332279436999937,0.46469622331691296,144.87,131.04,152.88,4.71,0.34046452192909193
SANSERA,Bearish,0.4530199002069494,0.3776683087027915,1709.21,1546.02,1803.69,48.3,0.340248443932116
CANBK,Bearish,0.46268741360369064,0.3382594417077176,150.91,136.5,159.25,3.05,0.34021580264652324
ROSSARI,Bearish,0.43237837460736606,0.46428571428571425,597.0,540.0,630.0,13.5,0.33972586576293046
PFS,Bearish,0.41240211418547423,0.5587027914614122,34.04,30.79,35.92,0.87,0.33960535347128956
RMDRIP,Bearish,0.4101006804949451,0.5697865353037767,80.79,73.08,85.26,2.32,0.3395283466429414
PNBHOUSING,Bearish,0.4078675263792843,0.5808702791461412,906.05,819.54,956.13,21.08,0.339487765388603
JUNIPER,Bearish,0.42192274286413933,0.5106732348111659,240.64,217.67,253.94,8.16,0.3393395064940155
GLOBAL,Bearish,0.3998750733426153,0.6161740558292282,81.95,74.12,86.48,3.33,0.33848210231218095
JBMA,Bearish,0.4150914576264544,0.5357142857142857,611.92,553.5,645.75,13.36,0.33800304406725573
RADIANTCMS,Bearish,0.41756240665010513,0.5233990147783251,52.64,47.61,55.55,1.43,0.33795814488971565
BANKINDIA,Bearish,0.4173842077755552,0.5238095238095238,146.65,132.65,154.76,3.1,0.33788245391354466
TNPETRO,Bearish,0.4273737484938036,0.4757799671592775,104.67,94.68,110.46,4.59,0.33775859630552985
LICHSGFIN,Bearish,0.43509543276591056,0.43678160919540227,547.5,495.22,577.76,7.95,0.3370739329703721
AMBUJACEM,Bearish,0.40534591396654157,0.574712643678161,545.96,493.83,576.14,8.34,0.33639051710786555
NIACL,Bearish,0.3947678330808484,0.604679802955665,169.55,153.36,178.92,4.11,0.33234395405673395
ZENTEC,Bearish,0.4179058138516727,0.4876847290640394,1396.48,1263.15,1473.68,44.51,0.33226600175201954
RATNAMANI,Bearish,0.40230097708842905,0.5640394088669951,2348.9,2124.63,2478.73,58.27,0.33214602837448626
BFINVEST,Bearish,0.40397784219395416,0.5517241379310344,437.8,396.0,462.0,9.97,0.33154043600745203
MANAKSIA,Bearish,0.4036497830709139,0.5525451559934319,63.51,57.45,67.02,2.22,0.3314037627840016
SUBEXLTD,Bearish,0.3909417314628512,0.6157635467980296,12.07,10.92,12.74,0.52,0.33085610574048196
CYIENTDLM,Bearish,0.4154682878677983,0.48809523809523814,424.27,383.76,447.72,14.31,0.3303962098758206
AUROPHARMA,Bearish,0.40822276910998573,0.5229885057471265,1222.76,1106.01,1290.35,24.85,0.3303319878775057
BEML,Bearish,0.4212667661343237,0.4597701149425288,1834.38,1659.24,1935.78,53.83,0.33023440747541233
CGCL,Bearish,0.4145223723883838,0.48891625615763545,187.26,169.38,197.61,5.09,0.3297801139937142
RATEGAIN,Bearish,0.41898339300642634,0.4651067323481117,704.41,637.16,743.35,23.39,0.32933883453559326
EASEMYTRIP,Bearish,0.3923681310334212,0.5931855500821018,7.08,6.41,7.48,0.17,0.3285197208767512
MID150CASE,Bearish,0.4050626509992411,0.5172413793103449,11.14,10.08,11.76,0.37,0.3268436563235256
INFRAIETF,Bearish,0.40707783303105205,0.5065681444991791,98.74,89.32,104.2,1.09,0.3267317648367459
CONCOR,Bearish,0.4004864552054908,0.535303776683087,511.28,462.46,539.54,9.1,0.326044637916063
MODISONLTD,Bearish,0.39802685032928964,0.5447454844006568,141.8,128.26,149.64,5.5,0.3255454419524124
SHEMAROO,Bearish,0.37616343769777594,0.6633825944170773,114.4,103.47,120.72,3.26,0.3255141735085844
IONEXCHANG,Bearish,0.3964234964740644,0.5517241379310346,348.1,314.87,367.34,8.88,0.32534066262354255
UJJIVANSFB,Bearish,0.40661088155525527,0.5,54.12,48.95,57.11,1.53,0.3252887052442042
VEDL,Bearish,0.4125213985385824,0.471264367816092,516.5,467.19,545.05,10.64,0.3252754935603075
HSCL,Bearish,0.4006812874326372,0.5287356321839081,442.92,400.63,467.41,10.84,0.32515056198556536
SYNCOMF,Bearish,0.39071627477446014,0.5796387520525451,15.53,14.05,16.39,0.39,0.32501948243143103
HCL-INSYS,Bearish,0.40213100569386306,0.5172413793103449,13.93,12.6,14.7,0.47,0.3244781218357378
SWANCORP,Bearish,0.3690712858105302,0.6978653530377669,437.65,395.87,461.84,15.32,0.3244675967536254
HPL,Bearish,0.40788694583445206,0.48850574712643685,417.35,377.51,440.42,12.45,0.324434214387863
CPSEETF,Bearish,0.41782158321352336,0.4404761904761905,91.28,82.57,96.33,1.82,0.3243091336371634
TANLA,Bearish,0.39608681767904097,0.5451559934318555,562.92,509.18,594.04,15.55,0.32402373163825654
ALOKINDS,Bearish,0.3685148823855968,0.6978653530377669,16.75,15.15,17.67,0.35,0.32397843682963634
RBA,Bearish,0.41882954453087884,0.42980295566502463,61.98,56.06,65.4,2.17,0.3233033971822104
LAL,Bearish,0.40492459597539254,0.4942528735632184,9.17,8.3,9.68,0.68,0.3230088156401407
SEL,Bearish,0.3808054344528265,0.6190476190476191,228.85,207.0,241.5,12.08,0.32277793967906243
FLUOROCHEM,Bearish,0.3962412362306499,0.5361247947454845,3422.0,3095.28,3611.16,94.9,0.3227186423159316
UNIMECH,Bearish,0.38967339892320607,0.5697865353037767,971.22,878.49,1024.9,30.22,0.32261630170292366
PNC,Bearish,0.4040907414640199,0.4946633825944171,27.48,24.86,29.0,1.55,0.3224100020974832
GANESHBE,Bearish,0.39700619715965424,0.5287356321839081,84.21,76.17,88.86,2.83,0.3221682473502482
QUADFUTURE,Bearish,0.40071208241719636,0.5098522167487686,303.28,274.32,320.04,14.04,0.32214882684968693
STYRENIX,Bearish,0.40459987800479313,0.48973727422003277,2051.69,1855.8,2165.1,69.27,0.322018983364406
TATAELXSI,Bearish,0.37528149357499163,0.6436781609195402,5171.02,4677.3,5456.85,107.07,0.3217930967895905
TERASOFT,Bearish,0.4026022669750034,0.4946633825944171,512.42,463.5,540.75,30.05,0.32122239987381634
IREDA,Bearish,0.39557829199856304,0.5225779967159278,142.27,128.68,150.13,2.87,0.32003517974990475
NAHARSPING,Bearish,0.39087254703362906,0.5463875205254515,201.71,182.45,212.86,6.45,0.3199506809462464
FORCEMOT,Bearish,0.39188374268534876,0.5402298850574713,17161.76,15523.2,18110.4,542.84,0.3198131693179283
BBL,Bearish,0.3901688252659365,0.5476190476190476,2865.6,2592.0,3024.0,62.47,0.31956684736067176
MANAKCOAT,Bearish,0.3880594600221329,0.5587027914614122,139.67,126.33,147.39,7.08,0.3195596374402293
OMKARCHEM,Bearish,0.38814218467528694,0.557471264367816,5.15,4.66,5.44,0.34,0.3194365565833396
MENONBE,Bearish,0.4010638310174026,0.48809523809523814,109.81,99.32,115.88,3.56,0.3189412370471726
STCINDIA,Bearish,0.4045688758138528,0.46633825944170776,117.25,106.06,123.73,4.28,0.3182077036368399
COALINDIA,Bearish,0.3929036667338633,0.5233990147783251,374.42,338.67,395.11,4.82,0.31800035686883615
JETFREIGHT,Bearish,0.38945850987132874,0.5410509031198686,18.47,16.7,19.49,1.26,0.3179618573202375
FIBERWEB,Bearish,0.3749601318388168,0.6169950738916257,37.66,34.06,39.74,1.7,0.3175155008034119
INDUSINDBK,Bearish,0.4134837212468774,0.41954022988505746,851.72,770.4,898.8,19.43,0.317479454934384
HONAUT,Bearish,0.40103263126211236,0.4770114942528736,35282.7,31914.0,37233.0,838.39,0.3171384486302682
PVP,Bearish,0.39875703795046014,0.48809523809523814,37.65,34.06,39.73,0.93,0.3171067873225088
RECLTD,Bearish,0.395924615618896,0.4987684729064039,358.2,324.0,378.0,6.18,0.3165446557386543
MUKANDLTD,Bearish,0.37334791456910815,0.6165845648604269,133.23,120.51,140.59,4.43,0.3160889733199215
UNITECH,Bearish,0.3843501399039952,0.5558292282430214,6.2,5.61,6.54,0.21,0.3160633005975711
ISGEC,Bearish,0.3846824380579474,0.5525451559934318,828.84,749.7,874.65,23.3,0.3158312299326333
SBICARD,Bearish,0.4065212624380387,0.44170771756978655,875.9,792.27,924.31,18.07,0.31573818905286094
BRITANNIA,Bearish,0.39347020985972603,0.5,5792.39,5239.35,6112.58,104.24,0.31477616788778084
KALPATARU,Bearish,0.4015628708465019,0.45652173913043476,345.76,312.75,364.88,11.27,0.3142665945755232
JGCHEM,Bearish,0.3993048044760819,0.46551724137931033,400.24,362.02,422.36,14.92,0.3139361911053334
DHAMPURSUG,Bearish,0.3781710539385106,0.569376026272578,127.01,114.89,134.03,2.9,0.3130312451402351
SMARTLINK,Bearish,0.3871919114367447,0.5176518883415435,132.49,119.84,139.82,5.43,0.31248739650436785
MOIL,Bearish,0.3855267629368536,0.5246305418719213,338.2,305.91,356.89,10.85,0.31221970358038786
BRIGHOTEL,Bearish,0.4323646592777243,0.30514705882352944,77.19,69.82,81.46,1.32,0.31219271721376857
ARIES,Bearish,0.374273197857628,0.5816912972085385,339.64,307.22,358.42,14.38,0.31164850350345347
EXPLEOSOL,Bearish,0.37625087765487225,0.569376026272578,1111.22,1005.12,1172.64,40.89,0.3114418184332038
MAYURUNIQ,Bearish,0.3855297570617495,0.5172413793103449,497.25,449.78,524.74,15.17,0.31108263156017035
ABBOTINDIA,Bearish,0.38402902250724086,0.5242200328407225,29292.8,26496.0,30912.0,543.89,0.31094369622055906
ARROWGREEN,Bearish,0.37676229127249417,0.5582922824302134,543.57,491.67,573.61,20.42,0.3101947665747596
ASHOKA,Bearish,0.38688846345073535,0.5004105090311987,177.37,160.43,187.17,5.83,0.3095742992439135
BLACKBUCK,Bearish,0.37140698206970046,0.5833333333333333,661.92,598.72,698.51,29.38,0.30950581839141705
KIOCL,Bearish,0.3887857657730993,0.48932676518883417,356.26,322.24,375.95,21.07,0.30936877191074535
VAKRANGEE,Bearish,0.3833591879217799,0.5127257799671593,8.06,7.29,8.51,0.28,0.30863876820697655
BHARTIARTL,Bearish,0.3829893713477083,0.5123152709359605,2096.56,1896.39,2212.46,34.58,0.3082781442276627
CARERATING,Bearish,0.3709926113658792,0.5763546798029556,1507.03,1363.14,1590.33,44.2,0.30812489791274494
SONACOMS,Bearish,0.3942992883533569,0.4527914614121511,506.55,458.19,534.56,12.05,0.3079937134149292
FACT,Bearish,0.3786777018305886,0.5291461412151067,871.27,788.09,919.43,18.37,0.30735695897349746
FACT,Bearish,0.3786777018305886,0.5291461412151067,871.27,788.09,919.43,18.37,0.30735695897349746
TATAPOWER,Bearish,0.3807000639638937,0.5172413793103449,390.09,352.84,411.65,6.56,0.30718556885362464
BAJAJELEC,Bearish,0.38938429819627307,0.47126436781609193,481.98,435.96,508.62,11.76,0.3070317569685555
MADRASFERT,Bearish,0.38780621786636293,0.4786535303776683,77.29,69.91,81.56,1.96,0.30693365683347607
MADRASFERT,Bearish,0.38780621786636293,0.4786535303776683,77.29,69.91,81.56,1.96,0.30693365683347607
MBLINFRA,Bearish,0.4047982060828188,0.39490968801313625,36.92,33.4,38.97,1.91,0.3068224169586685
BAIDFIN,Bearish,0.380155259071719,0.5176518883415435,10.09,9.13,10.65,0.44,0.30680839053160897
HCLTECH,Bearish,0.3834930525783619,0.5,1617.97,1463.49,1707.4,28.0,0.3067944420626896
BELLACASA,Bearish,0.37973723414432425,0.519298245614035,399.29,361.17,421.36,22.65,0.30672109228078404
CAMLINFINE,Bearish,0.37224814857416716,0.5587027914614121,161.08,145.7,169.98,7.75,0.30653932103439213
EMAMIPAP,Bearish,0.36668456628430746,0.589080459770115,90.33,81.7,95.32,2.88,0.3064134249295305
RSYSTEMS,Bearish,0.3827214012579087,0.5008210180623974,392.73,355.23,414.44,12.47,0.3063028094796465
MIDCAPIETF,Bearish,0.39528549263350676,0.4355500821018063,23.01,20.82,24.29,0.34,0.3060379470881748
KMSUGAR,Bearish,0.3623859615764866,0.6112479474548439,27.21,24.62,28.72,0.79,0.3060346470259229
DHANBANK,Bearish,0.375434608652708,0.5344827586206896,27.04,24.46,28.54,0.7,0.3055260953173762
SKIPPER,Bearish,0.40750554014664087,0.37397372742200324,466.61,422.06,492.4,13.7,0.30546187040548695
KINGFA,Bearish,0.3930449967456211,0.44129720853858784,4290.34,3880.71,4527.49,181.28,0.305206862004933
IEX,Bearish,0.3791004208576828,0.5114942528735632,139.89,126.53,147.62,3.14,0.30502332712687125
RATNAVEER,Bearish,0.3704167341128515,0.5578817733990148,150.75,136.36,159.09,5.14,0.30490953827713047
RUBFILA,Bearish,0.381019558548854,0.49917898193760263,75.54,68.33,79.72,2.7,0.3046905172632051
ARISINFRA,Bearish,0.39263510136634955,0.44,140.42,127.02,148.19,5.67,0.3046848386602873
KFINTECH,Bearish,0.3758107529127741,0.5242200328407224,1048.13,948.06,1106.07,26.76,0.3042894618411969
CARBORUNIV,Bearish,0.3600708489981288,0.6120689655172414,851.02,769.77,898.06,26.96,0.3041977862225571
ASIANENE,Bearish,0.36350309272066506,0.5882594417077175,292.03,264.15,308.18,12.69,0.30363550618555385
TARC,Bearish,0.3509445130975528,0.6600985221674877,136.43,123.41,143.98,6.19,0.30322988964192493
GTL,Bearish,0.4006388025664577,0.3908045977011494,8.41,7.6,8.87,0.25,0.3030118759640565
THERMAX,Bearish,0.37742528544438547,0.5057471264367815,2926.1,2646.72,3087.84,65.23,0.30280787268986326
ARFIN,Bearish,0.37357001751489616,0.5263157894736842,57.01,51.57,60.16,1.93,0.30278832998575794
DEEPINDS,Bearish,0.37098094379152097,0.5361247947454845,456.16,412.61,481.37,15.87,0.3021453992127987
SUNDRMFAST,Bearish,0.36080319781603165,0.5923645320197045,949.88,859.19,1002.38,25.0,0.3019727256598216
GANGESSECU,Bearish,0.3757685816319095,0.5053366174055829,149.14,134.9,157.38,7.23,0.3014169985668108
ARE&M,Bearish,0.3719716943153661,0.5242200328407225,940.57,850.77,992.56,14.54,0.30118102211314784
DABUR,Bearish,0.37535285467734336,0.5057471264367815,516.55,467.24,545.11,8.36,0.30114516386756973
CUMMINSIND,Bearish,0.3741003577684342,0.5119047619047619,4427.05,4004.37,4671.76,89.8,0.30106171648983515
RUCHIRA,Bearish,0.3739203340295706,0.5123152709359605,120.76,109.23,127.44,3.92,0.3009782393124721
CGPOWER,Bearish,0.39303571378908697,0.41379310344827586,675.85,611.33,713.21,14.61,0.30087561538337004
SUVIDHAA,Bearish,0.3693484525727023,0.535303776683087,3.65,3.3,3.85,0.15,0.30069452017331005
PVSL,Bearish,0.38574443624776833,0.4462233169129721,133.73,120.96,141.12,5.84,0.3002979264779425
KABRAEXTRU,Bearish,0.3699055617598638,0.5291461412151067,234.94,212.51,247.93,8.76,0.3002369773036136
NETWEB,Bearish,0.38632179440900927,0.44170771756978655,3282.5,2969.1,3463.95,163.57,0.3000496038677527
KECL,Bearish,0.3854896356941131,0.44047619047619047,105.94,95.82,111.79,3.15,0.29921338389590685
EKC,Bearish,0.3757477979279827,0.4876847290640394,119.83,108.39,126.45,4.2,0.29874726396835666
NINSYS,Bearish,0.3743293830203776,0.4942528735632184,403.72,365.18,426.04,17.9,0.29860297909901384
FDC,Bearish,0.3684195606286307,0.5221674876847291,410.09,370.93,432.76,10.53,0.2980024229321239
MALLCOM,Bearish,0.37130978959038863,0.5053366174055829,1242.95,1124.28,1311.66,50.67,0.2978404469867075
SEQUENT,Bearish,0.367840614630534,0.5242200328407225,220.96,199.86,233.17,10.7,0.29783613641102846
SBIN,Bearish,0.3568568673851935,0.5862068965517242,967.99,875.56,1021.49,12.72,0.2977909031283339
MANGLMCEM,Bearish,0.3734346866608893,0.49261083743842365,681.58,616.5,719.25,18.25,0.297644001486364
IKIO,Bearish,0.3562995728406498,0.5882594417077176,186.82,168.98,197.15,5.38,0.2976183788243654
ATALREAL,Bearish,0.3674792682787569,0.5238095238095238,22.62,20.46,23.87,1.1,0.29748321717804127
FORTIS,Bearish,0.38912151852183297,0.4076354679802956,904.95,818.55,954.98,22.38,0.29692080403464005
VALIANTORG,Bearish,0.36510699483541753,0.532840722495895,250.79,226.85,264.65,12.9,0.29688174686781404
KERNEX,Bearish,0.36199322944086587,0.5463875205254515,1126.64,1019.07,1188.92,64.37,0.2963113708969977
HINDOILEXP,Bearish,0.3454213542913745,0.6436781609195402,143.15,129.48,151.06,4.21,0.29618888540386823
TITAGARH,Bearish,0.3742920578354313,0.47701149425287354,823.51,744.89,869.03,22.36,0.2959918802192836
RANEHOLDIN,Bearish,0.38284849930632325,0.4302134646962233,1397.68,1264.23,1474.93,41.7,0.2955917313199231
HONASA,Bearish,0.3600929464962388,0.5513136288998358,286.06,258.75,301.88,9.52,0.2954654275273736
IIFLCAPS,Bearish,0.3701227892024488,0.49384236453201974,295.81,267.57,312.16,12.63,0.2951865988762387
AKSHAR,Bearish,0.33743556192039753,0.6867816091954023,0.56,0.5,0.59,0.02,0.29515915243841667
OPTIEMUS,Bearish,0.3410699509590709,0.6629720853858785,561.33,507.74,592.36,21.68,0.2950899132353604
NECCLTD,Bearish,0.3600907515525074,0.5480295566502463,20.0,18.09,21.11,0.77,0.2949906009023743
DOLATALGO,Bearish,0.350778406021215,0.6005747126436781,69.15,62.55,72.98,2.87,0.29473449977184846
HIKAL,Bearish,0.3441758981291053,0.6408045977011495,219.55,198.58,231.68,6.11,0.29472533805308443
TITAN,Bearish,0.35625191733022976,0.5632183908045977,3883.78,3512.97,4098.47,57.16,0.29401020303805164
PICCADIL,Bearish,0.3730273764777793,0.47041062801932365,605.46,547.65,638.93,20.76,0.29400684286159273
SUPRIYA,Bearish,0.3672272446563641,0.5008210180623974,756.7,684.45,798.52,26.13,0.2939023958054382
REGAAL,Bearish,0.37172677551107586,0.47222222222222227,79.28,71.71,83.66,3.53,0.29325112290318206
ODIGMA,Bearish,0.3741630204735874,0.458128078817734,34.73,31.41,36.65,1.61,0.29306364657783446
GUJTHEM,Bearish,0.3630426924204563,0.5176518883415435,410.94,371.7,433.65,14.5,0.2929975095642927
AERONEU,Bearish,0.3669865620126329,0.4942528735632184,78.45,70.96,82.78,5.86,0.29274560234111174
SAGCEM,Bearish,0.36173682445193156,0.522167487684729,212.4,192.12,224.14,5.43,0.2925969782020057
ABINFRA,Bearish,0.35287174237523755,0.5697865353037767,18.86,17.06,19.9,0.93,0.29214767242297995
BAJAJHFL,Bearish,0.348228914935641,0.5944170771756978,104.74,94.74,110.53,1.24,0.291734634483028
WINDMACHIN,Bearish,0.3550397781151176,0.5525451559934318,272.63,246.6,287.7,10.4,0.291494070702067
IGIL,Bearish,0.3338921701084587,0.6785714285714287,325.86,294.75,343.88,11.77,0.2909631768087997
GRASIM,Bearish,0.361835072156942,0.5057471264367817,2726.3,2466.0,2877.0,43.32,0.29029986248913275
AMDIND,Bearish,0.36134300584541723,0.5061576354679803,53.36,48.27,56.31,2.46,0.28996441207989393
RPTECH,Bearish,0.3580451683703113,0.5238095238095238,325.32,294.26,343.3,8.62,0.2898460886807282
STEELXIND,Bearish,0.3556122741707125,0.5348932676518884,8.76,7.92,9.24,0.29,0.28945320904174415
ASTRAMICRO,Bearish,0.3627202386326701,0.4930213464696223,932.02,843.03,983.54,29.59,0.28916367135658677
BALKRISHNA,Bearish,0.35811174306041504,0.5184729064039408,21.34,19.31,22.52,0.97,0.2891355403330149
MULTICAP,Bearish,0.3582316369981158,0.5172413793103449,16.59,15.0,17.5,0.21,0.2890558726122727
IGPL,Bearish,0.36506513964784915,0.4766009852216749,378.9,342.72,399.84,8.26,0.28863524587921074
UNIPARTS,Bearish,0.37843815708158024,0.4064039408866995,486.06,439.65,512.93,17.58,0.28858239761688975
SULA,Bearish,0.34067961896931453,0.6169950738916257,235.22,212.76,248.22,5.0,0.288486830053326
HAVISHA,Bearish,0.3410367517978984,0.6137110016420361,1.86,1.68,1.96,0.1,0.2883412536957929
RALLIS,Bearish,0.3435483386609177,0.5977011494252874,261.98,236.97,276.46,7.08,0.288264697956862
MGL,Bearish,0.37079453008565283,0.44211822660098515,1201.76,1087.02,1268.19,24.34,0.2880507260813175
NMDC,Bearish,0.37525014521983274,0.41830870279146143,73.5,66.48,77.56,1.45,0.2879382477195859
MSUMI,Bearish,0.3533835842269774,0.5357142857142857,45.56,41.21,48.08,1.25,0.28775520429911017
MOHITIND,Bearish,0.3421975057760193,0.6001642036124794,28.93,26.17,30.53,1.48,0.2874683808785082
SAIL,Bearish,0.359937589595962,0.4942528735632184,135.53,122.59,143.02,3.6,0.28712262894206625
WAAREEENER,Bearish,0.3570064318576186,0.5098522167487686,3142.51,2842.47,3316.22,94.91,0.2870120673850412
PARSVNATH,Bearish,0.3544253338417258,0.5242200328407225,13.93,12.6,14.7,0.84,0.2869739443634729
GUJALKALI,Bearish,0.359392728636739,0.4950738916256157,526.01,475.79,555.08,12.76,0.2868060198972991
UNIONBANK,Bearish,0.3626469477711345,0.4766009852216749,152.48,137.93,160.91,3.46,0.2867233257008231
NESCO,Bearish,0.362170520182906,0.4770114942528736,1267.73,1146.69,1337.8,38.2,0.286406112512459
NESTLEIND,Bearish,0.3576876366353624,0.5,1258.58,1138.41,1328.15,18.58,0.28615010930828993
VENUSPIPES,Bearish,0.3638724861127518,0.46551724137931033,1269.12,1147.95,1339.28,30.31,0.28607905804726697
VIPIND,Bearish,0.3684364381272891,0.4408866995073892,372.58,337.01,393.17,10.83,0.286037352950053
ORIENTBELL,Bearish,0.34211994765870607,0.5878489326765189,284.97,257.76,300.72,11.42,0.2857179070266304
SHAHALLOYS,Bearish,0.3550678517925461,0.5061576354679803,72.14,65.25,76.12,4.1,0.2849288327931318
POLICYBZR,Bearish,0.3476645270661764,0.5467980295566502,1791.1,1620.09,1890.1,48.4,0.2846396275783178
VAIBHAVGBL,Bearish,0.3594846168369996,0.4778325123152709,236.51,213.93,249.58,8.28,0.2844001451429662
STYLEBAAZA,Bearish,0.37791152730004324,0.3735632183908046,293.33,265.32,309.54,12.41,0.28321645494210135
EIMCOELECO,Bearish,0.3405810583834422,0.5767651888341544,1609.51,1455.84,1698.48,61.31,0.2829227544108102
DYCL,Bearish,0.36638748452702485,0.429392446633826,329.64,298.17,347.86,14.18,0.28276209807504377
SANGHIIND,Bearish,0.3623792319528224,0.4462233169129721,63.18,57.15,66.68,1.34,0.28210836431663894
HARSHA,Bearish,0.3497067284121068,0.5119047619047619,386.56,349.65,407.92,10.15,0.2814306528649812
ARVINDFASN,Bearish,0.3664924892867603,0.41912972085385886,507.45,459.0,535.5,16.68,0.28133865146397447
BVCL,Bearish,0.35664870089771983,0.4708538587848932,42.4,38.35,44.74,1.93,0.28116098735795614
PETRONET,Bearish,0.3377121284290222,0.5812807881773399,270.99,245.12,285.97,4.35,0.28114950593352095
MANORAMA,Bearish,0.3557527022058431,0.4753694581280789,1261.56,1141.11,1331.3,40.15,0.28109720903358243
CORALFINAC,Bearish,0.34937889322948656,0.5110837438423644,38.83,35.13,40.98,1.94,0.281052085046183
LOTUSEYE,Bearish,0.363639818381937,0.4302134646962233,105.48,95.41,111.31,4.06,0.2807609894962016
PARKHOTELS,Bearish,0.3484599194157886,0.5110837438423647,136.57,123.53,144.12,3.42,0.2803128317270851
INNOVACAP,Bearish,0.3327709388245831,0.6055008210180624,716.7,648.27,756.31,27.88,0.28025979396244444
MOVALUE,Bearish,0.35651764568332955,0.46428571428571425,113.01,102.22,119.26,2.13,0.2801210073226161
MIDSELIETF,Bearish,0.36151595421227056,0.4363711001642036,18.55,16.78,19.57,0.49,0.2800116183939705
EXCELINDUS,Bearish,0.34984917989678294,0.4995894909688013,941.07,851.22,993.09,27.89,0.2798218974182643
JYOTISTRUC,Bearish,0.3620823058232997,0.4289819376026272,11.31,10.23,11.94,0.62,0.27938009114346224
DEVYANI,Bearish,0.3622026727514279,0.4281609195402299,135.62,122.67,143.12,5.03,0.2793540154209289
HDFCBANK,Bearish,0.35215476061179535,0.4827586206896552,1004.45,908.55,1059.98,13.78,0.27929515496797563
DRREDDY,Bearish,0.34194211891295806,0.5402298850574713,1243.05,1124.37,1311.77,19.11,0.27905621198643704
AMJLAND,Bearish,0.3303643506943974,0.6116584564860427,51.89,46.94,54.76,2.3,0.27904666994613797
HCG,Bearish,0.3466182182783669,0.5119047619047619,703.96,636.75,742.88,23.64,0.2789451375668762
GSFC,Bearish,0.3539553044858179,0.46715927750410513,183.29,165.79,193.42,3.62,0.27851458441642685
JWL,Bearish,0.3442555987352023,0.5213464696223317,288.1,260.59,304.03,7.18,0.27834393566044924
MTNL,Bearish,0.3446818968572301,0.5172413793103449,38.43,34.76,40.55,0.94,0.278122634015834
DALMIASUG,Bearish,0.3538005153359056,0.46387520525451564,308.15,278.73,325.19,9.51,0.277928023869782
UNOMINDA,Bearish,0.35554997042404246,0.45361247947454847,1300.46,1176.3,1372.35,33.38,0.2778427437188864
SUNDROP,Bearish,0.33379609290213447,0.5808702791461412,742.52,671.62,783.56,21.12,0.2778345476060623
AJAXENGG,Bearish,0.34118934412229107,0.5348932676518884,619.19,560.07,653.41,21.03,0.2777135597396054
PANAMAPET,Bearish,0.33528070650943387,0.5701970443349754,292.73,264.78,308.91,8.73,0.2776388510553489
FUSION,Bearish,0.3652204607514741,0.40024630541871925,169.6,153.4,178.97,6.17,0.27760353248252434
ATLANTAA,Bearish,0.3483576725741543,0.48932676518883417,43.65,39.48,46.06,2.58,0.27719889676426135
HUBTOWN,Bearish,0.3305998916041653,0.5935960591133004,308.65,279.18,325.71,11.53,0.27685705208230593
ONWARDTEC,Bearish,0.3410314493865621,0.5291461412151067,286.01,258.71,301.82,12.4,0.276801059822295
CINELINE,Bearish,0.3511527459427675,0.47003284072249585,81.69,73.89,86.2,3.51,0.27671297664685407
PANACEABIO,Bearish,0.35411591968253475,0.4519704433497537,369.94,334.62,390.39,16.18,0.2764895234959692
SUBROS,Bearish,0.3666073018417837,0.3850574712643678,846.74,765.9,893.55,32.21,0.27643033334277023
BRIGADE,Bearish,0.3536885364594066,0.4532019704433498,886.25,801.63,935.24,26.38,0.27633005853429504
HINDUNILVR,Bearish,0.3531622972435574,0.4527914614121511,2435.06,2202.57,2569.67,29.72,0.2758609274199676
EXIDEIND,Bearish,0.3603442480894099,0.4137931034482758,366.51,331.52,386.77,5.87,0.2758497347443069
JSLL,Bearish,0.3498470829744116,0.4708538587848932,713.27,645.16,752.69,32.45,0.2757989893859031
GUJGASLTD,Bearish,0.34739318843655914,0.4831691297208538,396.16,358.33,418.06,6.98,0.2755757788730734
JCHAC,Bearish,0.35366934222110574,0.44622331691297207,1635.78,1479.6,1726.2,19.81,0.27532780812319574
INFOBEAN,Bearish,0.337293265318691,0.5406403940886699,592.92,536.31,625.7,31.21,0.2753177047453552
KARURVYSYA,Bearish,0.3540823513798878,0.4429392446633826,247.6,223.96,261.28,5.83,0.27518419853546944
SALZERELEC,Bearish,0.3360814295911434,0.5455665024630543,712.92,644.85,752.32,28.87,0.27499076578861537
GIPCL,Bearish,0.33945728436801914,0.5238095238095238,163.32,147.73,172.35,4.59,0.274798754012206
ITC,Bearish,0.34533716975553164,0.48850574712643685,401.83,363.47,424.04,4.41,0.27468197870210104
ERIS,Bearish,0.353477216646581,0.44211822660098515,1589.61,1437.84,1677.48,44.47,0.27459781805500405
NHPC,Bearish,0.3448593517912582,0.4889162561576355,76.19,68.91,80.4,1.5,0.2743585483462473
