Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Aditya Birla Sun Life Mutual Fund,BSLRIFS4RD,Aditya Birla Sun Life RESURGENT INDIA FUND â€“ SERIES 4 REGULAR DIVIDEND,Delisted,B ,10,INF209KB1HS7, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,BSLRIFS4DG,Aditya Birla Sun Life RESURGENT INDIA FUND â€“ SERIES 4 DIRECT GROWTH,Delisted,B ,10,INF209KB1HT5, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,BSLRIFS4DD,Aditya Birla Sun Life RESURGENT INDIA FUND â€“ SERIES 4 DIRECT DIVIDEND,Delisted,B ,10,INF209KB1HU3, ,Equity,-,-,-,-
Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,Delisted,B ,2,INE363W01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
ICICI Prudential Mutual Fund,IPRU2987,ICICI PRUDENTIAL VALUE FUND-SERIES 15-CUMULATIVE,Delisted,B ,10,INF109KB16S7, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU2988,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIVIDEND PAYOUT,Delisted,B ,10,INF109KB17S5, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9189,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN CUMULATIVE,Delisted,B ,10,INF109KB18S3, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9190,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN DIVIDEND PAYOUT,Delisted,B ,10,INF109KB19S1, ,Equity,-,-,-,-
HDFC Mutual Fund,HEOFDG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,Delisted,B ,10,INF179KC1AJ6, ,Equity,-,-,-,-
HDFC Mutual Fund,HEOFDD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,Delisted,B ,10,INF179KC1AK4, ,Equity,-,-,-,-
HDFC Mutual Fund,HEOFRG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,Delisted,B ,10,INF179KC1AL2, ,Equity,-,-,-,-
HDFC Mutual Fund,HEOFRD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,Delisted,B ,10,INF179KC1AM0, ,Equity,-,-,-,-
Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,B ,1,INE170V01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Ganges Securities Ltd.,GANGESSECU,Ganges Securities Ltd,Active,B ,10,INE335W01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
Palash Securities Limited,PALASHSECU,Palash Securities Ltd,Active,B ,10,INE471W01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10,INE349W01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
Magadh Sugar & Energy Limited,MAGADSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10,INE347W01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Active,M ,10,INE943X01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Captain Technocast Limited,CTCL,Captain Technocast Ltd,Active,M ,10,INE931X01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Sintex Plastics Technology Ltd.,SPTL,Sintex Plastics Technology Ltd,Delisted,Z ,1,INE501W01021,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Active,X ,10,INE632W01016,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
UTI Mutual Fund,UTINEXT50,UTI Nifty Next 50 ETF,Active,B ,1,INF789F1AUW9, ,Equity,-,-,-,-
Just Dial Limited,JDBBPH,JDBBPH,Delisted,P ,10,-, ,Equity,-,-,-,-
Axis Mutual Fund,AXISAHDGG,Axis Equity Advantage Fund - Series 2 Direct Plan - Growth,Delisted,B ,10,INF846K01A86, ,Equity,-,-,-,-
Axis Mutual Fund,AXISAHGPG,Axis Equity Advantage Fund - Series 2 Regular Plan - Growth,Delisted,B ,10,INF846K01A94, ,Equity,-,-,-,-
SIS LIMITED,SIS,SIS Ltd,Active,B ,5,INE285J01028,Other Consumer Services,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services
Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,5,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Active,B ,10,INE320X01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KIOCL Limited,KIOCL,KIOCL Ltd,Active,A ,10,INE880L01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Active,MT,10,INE344X01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
ICICI Prudential Mutual Fund,IPRU2991,ICICI Prudential Value Fund - Series 16 - Cumulative Option,Delisted,B ,10,INF109KB15T7, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU2992,ICICI Prudential Value Fund - Series 16 - Dividend Payout Option,Delisted,B ,10,INF109KB16T5, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9193,ICICI Prudential Value Fund - Series 16 - Direct Plan Cumulative Option,Delisted,B ,10,INF109KB17T3, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9194,ICICI Prudential Value Fund - Series 16 - Direct Plan Dividend Payout Option,Suspended,B ,10,INF109KB18T1, ,Equity,-,-,-,-
Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Active,X ,10,INE172E01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10,INE674K01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,B ,10,INE346W01013,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,B ,1,INE145Y01023,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,Active,B ,10,INE236W01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Dhruv Wellness Limited,DWL,Dhruv Wellness Ltd,Suspended,MT,10,INE109Y01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Active,XT,1,INE185U01035,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
A & M Febcon Limited,AMFL,A & M Febcon Ltd,Delisted,XT,10,INE319X01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Nouritrans Exim Limited,NEL,Nouritrans Exim Ltd,Delisted,MT,10,INE555X01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,B ,10,INE727S01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,B ,2,INE385W01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Active,B ,10,INE670X01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,Active,XT,10,INE438C01010,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,B ,5,INE866R01028,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
Reliance Home Finance Limited,RHFL,Reliance Home Finance Ltd,Active,B ,10,INE217K01011,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10,INE264T01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
ICICI Prudential Mutual Fund,IPRU3003,ICICI PRUDENTIAL VALUE FUND SERIES 17 - CUMULATIVE OPTION,Suspended,B ,10,INF109KB11W0, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU3004,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIVIDEND OPTION,Suspended,B ,10,INF109KB12W8, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9205,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN CUMULATIVE OPTION,Suspended,B ,10,INF109KB19V5, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9206,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN DIVIDEND OPTION,Suspended,B ,10,INF109KB10W2, ,Equity,-,-,-,-
Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,Suspended,MT,10,INE146Y01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial and Fintech Ltd,Active,B ,2,INE689M01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
AAYUSH ART AND BULLION LIMITED,AAYUSHBULL,Aayush Art And Bullion Ltd,Active,M ,10,INE777X01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10,INE123W01016,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,Active,B ,5,INE393P01035,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,A ,2,INE932X01026,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,T ,10,INE071Y01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Poojawestern Metaliks Limited,POOJA,Poojawestern Metaliks Ltd,Active,B ,10,INE973X01012,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Sayaji Industries Limited,SAYAJIIND,Sayaji Industries Ltd,Active,X ,5,INE327G01032,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Vanta Bioscience Limited,VANTABIO,Vanta Bioscience Ltd,Active,M ,10,INE695X01011,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,Active,X ,1,INE062Y01020,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
IRIS Business Services Limited,IRIS,IRIS Business Services Ltd,Active,T ,10,INE864K01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Siddharth Education Services Limited,SIDDH,Siddharth Education Services Ltd,Delisted,M ,10,INE930X01012,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,Active,B ,10,INE414Y01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shreeji Translogistics Limited,STL,Shreeji Translogistics Ltd,Active,B ,2,INE402Y01028,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Aditya Birla Sun Life Mutual Fund,ABSLRIF5RG,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Regular Plan Growth,Suspended,B ,10,INF209KB1IZ0, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF5RD,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Regular Plan Dividend Payout,Suspended,B ,10,INF209KB1JA1, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF5DG,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Direct Plan Growth,Suspended,B ,10,INF209KB1JB9, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF5DD,Aditya Birla Sun Life Resurgent India Fund - Series 5 - Direct Plan Dividend Payout,Suspended,B ,10,INF209KB1JC7, ,Equity,-,-,-,-
Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10,INE850D01014,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
MIDEAST INTEGRATED STEELS LIMITED,MESCON,Mideast Integrated Steels Ltd,Suspended,Z ,10,INE170N01016,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
MAS Financial Services Limited,MASFIN,MAS Financial Services Ltd,Active,B ,10,INE348L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Active,A ,1,INE022Q01020,Exchange and Data Platform,Equity,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Active,A ,5,INE481Y01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
Kaarya Facilities and Services Limited,KAARYAFSL,Kaarya Facilities and Services Ltd,Active,MT,10,INE282Y01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SHEETAL COOL PRODUCTS LIMITED,SCPL,Sheetal Cool Products Ltd,Active,B ,10,INE501Y01019,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
Nippon India Mutual Fund,NCBFIVADD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A DR DVP 22OT20,Delisted,B ,10,INF204KB1RR3, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVADG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A DR GWTH 22OT20,Delisted,B ,10,INF204KB1RQ5, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVAD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A REG DVP 22OT20,Delisted,B ,10,INF204KB1RP7, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVAG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD-IV SR A REG GWTH 22OT20,Delisted,B ,10,INF204KB1RO0, ,Equity,-,-,-,-
Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Active,A ,1,INE974X01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ICICI Prudential Mutual Fund,IPRU3013,ICICI Prudential Value Fund Series 18 - Cumulative Option,Suspended,B ,10,INF109KB11Y6, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU3014,ICICI Prudential Value Fund Series 18 - Dividend Payout Option,Suspended,B ,10,INF109KB12Y4, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9215,ICICI Prudential Value Fund Series 18 - Direct Plan Cumulative Option,Suspended,B ,10,INF109KB13Y2, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9216,ICICI Prudential Value Fund Series 18 - Direct Plan Dividend Payout Option,Suspended,B ,10,INF109KB14Y0, ,Equity,-,-,-,-
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10,INE298J01013,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,Active,B ,10,INE766P01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A ,5,INE470Y01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
IFGL Refractories Limited,IFGLEXPOR,IFGL Refractories Ltd,Active,B ,10,INE133Y01011,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
Khadim India Limited,KHADIM,Khadim India Ltd,Active,B ,10,INE834I01025,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
5paisa Capital Limited,5PAISA,5paisa Capital Ltd,Active,B ,10,INE618L01018,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10,INE795G01014,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
Nippon India Mutual Fund,NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21,Delisted,B ,10,INF204KB12Y3, ,Equity,-,-,-,-
Nippon India Mutual Fund,NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21,Delisted,B ,10,INF204KB11Y5, ,Equity,-,-,-,-
Nippon India Mutual Fund,NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21,Delisted,B ,10,INF204KB10Y7, ,Equity,-,-,-,-
Nippon India Mutual Fund,NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21,Delisted,B ,10,INF204KB19X0, ,Equity,-,-,-,-
Sanghvi Brands Limited,SBRANDS,Sanghvi Brands Ltd,Active,M ,10,INE204Y01010,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
VRL Logistics Limited,VRLLOGBBPH,VRLLOGBBPH,Delisted,P ,10,-, ,Equity,-,-,-,-
SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,Active,B ,5,INE669Y01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,Active,A ,10,INF109KB15Y7, ,Equity,-,-,-,-
Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,Active,X ,10,INE500C01017,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1,INE016M01021,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
Eastern Gases Limited,EASTERNGAS,Eastern Gases Ltd,Suspended,XT,10,INE846C01014,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
HDFC Mutual Fund,HHOF1140DG,HDFC HOF-I-1140D November 2017(1) - Direct Option - Growth Option,Delisted,B ,10,INF179KB1W61, ,Equity,-,-,-,-
HDFC Mutual Fund,HHOF1140DD,HDFC HOF-I-1140D November 2017(1) - Direct Option - Dividend Payout Option,Delisted,B ,10,INF179KB1W79, ,Equity,-,-,-,-
HDFC Mutual Fund,HHOF1140RG,HDFC HOF-I-1140D November 2017(1) - Regular Option - Growth Option,Delisted,B ,10,INF179KB1W87, ,Equity,-,-,-,-
HDFC Mutual Fund,HHOF1140RD,HDFC HOF-I-1140D November 2017(1) - Regular  Option - Dividend Payout Option,Delisted,B ,10,INF179KB1W95, ,Equity,-,-,-,-
Dynamic Cables Limited,DYCL,Dynamic Cables Ltd,Active,B ,10,INE600Y01019,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,Active,T ,10,INE821Y01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Shalby Limited,SHALBY,Shalby Ltd,Active,B ,10,INE597J01018,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Active,Z ,10,INE935Q01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
DSP Mutual Fund,DACEFRG,DSP BLACKROCK A.C.E. Fund Series 1 - Regular Growth,Delisted,B ,10,INF740KA1CU1, ,Equity,-,-,-,-
DSP Mutual Fund,DACEFRDP,DSP BLACKROCK A.C.E. Fund Series 1 - Regular-Dividend Payout,Delisted,B ,10,INF740KA1CV9, ,Equity,-,-,-,-
DSP Mutual Fund,DACEFDG,DSP BLACKROCK A.C.E. Fund Series 1 - Direct Growth,Delisted,B ,10,INF740KA1CW7, ,Equity,-,-,-,-
DSP Mutual Fund,DACEFDDP,DSP BLACKROCK A.C.E. Fund Series 1 - Direct - Dividend Payout,Delisted,B ,10,INF740KA1CX5, ,Equity,-,-,-,-
MRC AGROTECH LIMITED,MRCAGRO,MRC Agrotech Ltd,Active,T ,10,INE333Y01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Sreeleathers Limited,SREELBBPH,SREELBBPH,Delisted,P ,10,-, ,Equity,-,-,-,-
Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,Active,M ,10,INE158R01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Kids Medical Systems Limited,KMSL,Kids Medical Systems Ltd,Suspended,MT,10,INE457Y01014,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
CRYSTAL BUSINESS SYSTEM LIMITED,CRYSTAL,Crystal Business System Ltd,Active,X ,1,INE994R01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
Santosh Industries Limited,SANTOSHIND,Santosh Industries Ltd,Delisted,XT,10,INE576C01017, ,Equity,-,-,-,-
Vitesse Agro Limited,VITESSE,Vitesse Agro Ltd,Delisted,Z ,10,INE550U01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10,INE646X01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Nippon India Mutual Fund,NCBFIVBCD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR DVP 20MR21,Delisted,B ,10,INF204KB1ST7, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVCG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG GWTH 20MR21,Delisted,B ,10,INF204KB1SQ3, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVBCG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C DR GWTH 20MR21,Delisted,B ,10,INF204KB1SS9, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVCD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SR C RG DVP 20MR21,Delisted,B ,10,INF204KB1SR1, ,Equity,-,-,-,-
Chandrima Mercantiles limited ,CHANDRIMA,Chandrima Mercantiles Ltd,Active,X ,1,INE371F01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Rithwik Facility Management Services Limited,RITHWIKFMS,Rithwik Facility Management Services Ltd,Active,MT,10,INE819Y01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Jhandewalas Foods Limited,JFL,Jhandewalas Foods Ltd,Active,MT,10,INE841Y01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
ICICI Prudential Mutual Fund,IPRU3018,ICICI PRUDENTIAL VALUE FUND - SERIES 19 - CUMULATIVE OPTION,Suspended,B ,10,INF109KB16Z2, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU3019,ICICI PRUDENTIAL VALUE FUND - SERIES 19  - DIVIDEND PAYOUT OPTION,Suspended,B ,10,INF109KB17Z0, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9220,ICICI PRUDENTIAL VALUE FUND - SERIES 19  - DIRECT PLAN CUMULATIVE OPTION,Suspended,B ,10,INF109KB18Z8, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9221,ICICI PRUDENTIAL VALUE FUND - SERIES 19  -DIRECT PLAN DIVIDEND PAYOUT OPTION,Suspended,B ,10,INF109KB19Z6, ,Equity,-,-,-,-
7SEAS ENTERTAINMENT LIMITED,7SEASL,7Seas Entertainment Ltd,Active,X ,10,INE454F01010,Digital Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Digital Entertainment
Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,A ,1,INE713T01028,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
Nippon India Mutual Fund,NCBFIVDDD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD DR DVP 18JN21,Delisted,B ,10,INF204KB1TJ6, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVDG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD RG GWTH 18JN21,Delisted,B ,10,INF204KB1TG2, ,Equity,-,-,-,-
